idx1,idx2,id_1,authors_1,title_1,venue_name_1,venue_vol_1,venue_date_1,blocking_key_1,id_2,authors_2,title_2,venue_name_2,venue_vol_2,venue_date_2,blocking_key_2
313,288,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,289,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,290,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,291,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,292,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,296,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems: Proceedings of the 1989 Conference,,1990.0,T2F41990
313,297,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T2F41990
313,298,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T2F41990
313,307,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation architecture.,In:Advances in Neural Information Processing Systems,,1990.0,T2F41990
313,308,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990
315,314,fahlman1990a,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,volume2,1989.0,T2S11989,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,In Adv. in Neural Info. Processing Systems,volume2,1989.0,T2S11989
316,206,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
316,209,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",,,1990.0,T2S11990
316,210,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
316,219,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
316,223,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. fahlman and c. lebiere,"the casade-correlation learning architecture,",,,1990.0,T2S11990
316,229,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
316,237,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
316,238,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
316,239,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
316,246,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",Advances in Neural Information Processing 2,,1990.0,T2S11990
316,311,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990
316,312,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990
317,206,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
317,209,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",,,1990.0,T2S11990
317,210,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
317,219,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
317,223,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. fahlman and c. lebiere,"the casade-correlation learning architecture,",,,1990.0,T2S11990
317,229,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
317,237,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
317,238,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
317,239,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
317,246,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",Advances in Neural Information Processing 2,,1990.0,T2S11990
317,311,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990
317,312,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990
317,316,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2.,1990.0,T2S11990
318,206,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
318,209,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",,,1990.0,T2S11990
318,210,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
318,219,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
318,223,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s. fahlman and c. lebiere,"the casade-correlation learning architecture,",,,1990.0,T2S11990
318,229,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
318,237,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
318,238,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
318,239,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
318,246,fahlman1990a,s. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume 2,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",Advances in Neural Information Processing 2,,1990.0,T2S11990
